actor_id,case_id,record_status,coding_version,coder,date_coded,actor_label,identity_resolution,role_layer,victim_facing_function,financial_function,function_assignment_basis,role_primary,role_secondary,conduct_assessed,direct_victim_contact,attribution_basis_primary,attribution_basis_secondary,attribution_strength,attribution_limitations,alternative_explanation,source_ids,relationship_note
SEIAI-0056-A02,SEIAI-0056,reviewed,0.2.0,Hamzah,2026-09-04,Online-banking / beneficiary-network operator(s),actor_cluster,financial,no,yes,Atlas financial layer,bank_account_controller,cashout_actor,"Using diverted authentication or compromised banking access to add beneficiaries, transfer funds and/or withdraw the proceeds.",no,bank_account_or_money_flow,ip_or_login_record,limited,"Financial activity is documented, but the adjudicatory record does not necessarily establish that the beneficiary/cash-out actors also performed the SIM impersonation.",Some account holders or recipients may have had narrower downstream roles.,SRC-SEIAI-0056-01,Kept separate from the duplicate-SIM requester to avoid collapsing telecom association and financial conduct.
SEIAI-0057-A01,SEIAI-0057,reviewed,0.2.0,Hamzah,2026-09-04,Duplicate-SIM / telecom-impersonation operator(s),unknown,technical,no,no,no paper-specific evidence assigning either primary function,social_engineering_operator,sim_or_device_user,Obtaining or causing issuance/blocking/replacement of the registered SIM through false identity or false service representation and using the resulting number control.,no,documentary_record,sim_or_subscriber_record,moderate,The adjudicatory record strongly documents the SIM-control mechanism but does not fully identify the human requester/operator.,The person who obtained the SIM and the person who later used OTPs may have been different actors.,SRC-SEIAI-0057-01,"Victim-facing deception, if any, was directed primarily at telecom personnel rather than the bank-account holder."
SEIAI-0057-A02,SEIAI-0057,reviewed,0.2.0,Hamzah,2026-09-04,Online-banking / beneficiary-network operator(s),actor_cluster,financial,no,yes,Atlas financial layer,bank_account_controller,cashout_actor,"Using diverted authentication or compromised banking access to add beneficiaries, transfer funds and/or withdraw the proceeds.",no,bank_account_or_money_flow,ip_or_login_record,moderate,"Financial activity is documented, but the adjudicatory record does not necessarily establish that the beneficiary/cash-out actors also performed the SIM impersonation.",Some account holders or recipients may have had narrower downstream roles.,SRC-SEIAI-0057-01,Kept separate from the duplicate-SIM requester to avoid collapsing telecom association and financial conduct.
SEIAI-0058-A01,SEIAI-0058,reviewed,0.2.0,Hamzah,2026-09-04,Unknown phishing sender/operator,unknown,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,technical_infrastructure_operator,Sending/operating the phishing communication that elicited banking credentials from the corporate complainant.,yes,message_or_email_content,unclear,unclear,The appellate record notes the phishing response but does not identify the sender or hosting/account controller.,,SRC-SEIAI-0058-01,
SEIAI-0058-A02,SEIAI-0058,reviewed,0.2.0,Hamzah,2026-09-04,Unknown online-banking intruder / beneficiary network,actor_cluster,financial,no,yes,Atlas financial layer,bank_account_controller,cashout_actor,Using compromised credentials to access the corporate bank account and transfer INR 8.01 million.,no,bank_account_or_money_flow,unclear,limited,"The unauthorized transfers are documented, but the human controller of the banking session and beneficiary accounts is not resolved.",,SRC-SEIAI-0058-01,Financial-layer attribution remains analytically separate from the unidentified phishing sender.
SEIAI-0059-A01,SEIAI-0059,reviewed,0.2.0,Hamzah,2026-09-04,Fake Prestige customer-care operator,unknown,victim_facing,yes,no,Atlas victim_facing layer,victim_facing_operator,social_engineering_operator,"Answering the customer-care call, impersonating Prestige support and directing the victim into the fraudulent link/application flow.",yes,witness_or_statement,message_or_email_content,unclear,The consumer appeal reconstructs the call but does not identify the caller.,,SRC-SEIAI-0059-01,
SEIAI-0059-A02,SEIAI-0059,reviewed,0.2.0,Hamzah,2026-09-04,UPI beneficiary / technical operator(s),actor_cluster,financial,no,yes,Atlas financial layer,bank_account_controller,technical_infrastructure_operator,Receiving or facilitating the nine unauthorized UPI transfers after the victim followed the fake support instructions.,no,bank_account_or_money_flow,unclear,unclear,The source does not provide developed beneficiary KYC or device attribution.,,SRC-SEIAI-0059-01,
SEIAI-0061-A01,SEIAI-0061,reviewed,0.2.0,Hamzah,2026-09-04,RBL reward-points caller / phishing-link operator,unknown,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,technical_infrastructure_operator,Calling the victim with a reward-points pretext and sending the phishing link used to collect card information.,yes,witness_or_statement,message_or_email_content,unclear,The compromise/quashing order gives no direct technical attribution of the caller or link.,,SRC-SEIAI-0061-01,
SEIAI-0061-A02,SEIAI-0061,reviewed,0.2.0,Hamzah,2026-09-04,Credit-card transaction recipient/operator,unknown,financial,no,yes,Atlas financial layer,bank_account_controller,technical_infrastructure_operator,"Executing or benefiting from the INR 24,311 card transaction after the phishing flow.",no,bank_account_or_money_flow,unclear,unclear,The public order does not identify the merchant/account operator.,,SRC-SEIAI-0061-01,
SEIAI-0062-A01,SEIAI-0062,reviewed,0.2.0,Hamzah,2026-09-04,Convicted CBI/NCRB impersonation operator,identified,hybrid,yes,no,paper functional override: victim-facing conduct,social_engineering_operator,platform_account_operator,"Impersonating a CBI officer, soliciting NCRB recruitment payments, circulating fake ID/offer letters and conducting communications with victims.",yes,multiple_independent_sources,message_or_email_content,strong,The final conviction strongly resolves the charged conduct; the limitation is mainly that aggregate conduct across every referred victim is broader than the focal normalized loss.,,SRC-SEIAI-0062-01,
SEIAI-0062-A02,SEIAI-0062,reviewed,0.2.0,Hamzah,2026-09-04,Accused-controlled recruitment email/phone/bank infrastructure,identified,technical,no,yes,paper functional override: financial conduct,technical_infrastructure_operator,bank_account_controller,Operating email/phone identities and banking channels used to send recruitment material and receive payments.,yes,ip_or_login_record,bank_account_or_money_flow,strong,"The final judgment links the infrastructure to the convicted accused through witness, bank, email access and phone evidence.",,SRC-SEIAI-0062-01,This row isolates infrastructure/account control from the interpersonal impersonation conduct.
SEIAI-0063-A01,SEIAI-0063,reviewed,0.2.0,Hamzah,2026-09-04,Fake Shine.com call-centre operators,actor_cluster,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,victim_facing_operator,Calling job seekers while impersonating Shine.com employees and directing them to the lookalike payment domain.,yes,witness_or_statement,documentary_record,moderate,"The operation is described in the status report, but individual victim calls are not mapped to each accused.",,SRC-SEIAI-0063-01,
SEIAI-0063-A02,SEIAI-0063,reviewed,0.2.0,Hamzah,2026-09-04,Bail applicant with alleged call-centre/account role,identified,organisational,no,yes,paper functional override: financial conduct,organiser,account_provider,Allegedly operating the illegal call centre and supplying accounts to receive cheated funds.,unknown,co_accused_link,device_possession_or_forensics,limited,The applicant contested the co-accused disclosure basis; the bail order is not a final guilt finding.,The applicant could have had a narrower association with accounts or premises than the prosecution alleged.,SRC-SEIAI-0063-01,
SEIAI-0064-A01,SEIAI-0064,reviewed,0.2.0,Hamzah,2026-09-04,Accused service-partner employee,identified,hybrid,yes,yes,paper functional override: victim-facing conduct; paper functional override: financial conduct,platform_account_operator,bank_account_controller,Allegedly creating/using the misleading boAt-related email and UPI identifiers to demand replacement courier charges.,yes,documentary_record,bank_account_or_money_flow,unclear,The final trial court acquitted the accused and held the prosecution had not proved control of the email/UPI identities beyond reasonable doubt.,The identifiers may have been controlled by another person or the provider linkage may have been insufficiently authenticated.,SRC-SEIAI-0064-01,
SEIAI-0064-A02,SEIAI-0064,reviewed,0.2.0,Hamzah,2026-09-04,Unknown misleading-email / UPI operator,unknown,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,technical_infrastructure_operator,Sending replacement-charge demands while impersonating boAt/Imagine Marketing and directing customers to UPI payments.,yes,message_or_email_content,documentary_record,unclear,"The fraudulent communications are documented, but the human operator remained unresolved after the acquittal.",,SRC-SEIAI-0064-01,
SEIAI-0065-A01,SEIAI-0065,reviewed,0.2.0,Hamzah,2026-09-04,KKR/individual impersonating social-media group operator(s),unknown,victim_facing,yes,no,Atlas victim_facing layer,platform_account_operator,social_engineering_operator,Operating WhatsApp/Telegram/social-media identities that used the plaintiff's name/image and represented investment advice as genuine.,yes,message_or_email_content,platform_provider_record,moderate,"The final civil decree resolved impersonation against the relevant defendant, but it does not forensically attribute every related account/group to a natural person.",,SRC-SEIAI-0065-01,"v0.2.0 identity-resolution correction: “Anurag Thakur” is an asserted impersonating name/defendant label, not independently established real-world identity; coded unknown under the tightened identity rule."
SEIAI-0065-A02,SEIAI-0065,reviewed,0.2.0,Hamzah,2026-09-04,Deepfake content producer/distributor,unknown,technical,no,no,no paper-specific evidence assigning either primary function,technical_infrastructure_operator,platform_account_operator,Creating or circulating a deepfake video falsely depicting the plaintiff giving investment advice.,no,documentary_record,platform_provider_record,unclear,The source proves circulation of the fabricated content but does not identify who generated the deepfake.,,SRC-SEIAI-0065-01,
SEIAI-0066-A01,SEIAI-0066,reviewed,0.2.0,Hamzah,2026-09-04,ChrysCapital WhatsApp impersonation operator cluster,actor_cluster,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,platform_account_operator,Using senior-personnel names/photos and WhatsApp groups to solicit investments under the ChrysCapital identity.,yes,message_or_email_content,platform_provider_record,moderate,The final civil record identifies accounts/phone defendants and their conduct but does not criminally resolve every natural-person operator.,,SRC-SEIAI-0066-01;SRC-SEIAI-0066-02,
SEIAI-0066-A02,SEIAI-0066,reviewed,0.2.0,Hamzah,2026-09-04,Fraudulent investment website / payment operator(s),actor_cluster,technical,no,yes,paper functional override: financial conduct,technical_infrastructure_operator,bank_account_controller,Operating the fake investment registration/website/payment layer used to convert impersonation into financial transfers.,no,documentary_record,bank_account_or_money_flow,limited,The judgment describes the website/forms and money solicitation but provides limited beneficiary-account attribution.,,SRC-SEIAI-0066-01;SRC-SEIAI-0066-02,
SEIAI-0067-A01,SEIAI-0067,reviewed,0.2.0,Hamzah,2026-09-04,Deepfake publisher / social-media operator(s),unknown,technical,yes,no,paper functional override: victim-facing conduct,platform_account_operator,technical_infrastructure_operator,Publishing AI/deepfake videos using Warikoo's face and voice and directing viewers to investment groups.,yes,documentary_record,platform_provider_record,unclear,John Doe operators were unidentified at the interim stage.,,SRC-SEIAI-0067-01,
SEIAI-0067-A02,SEIAI-0067,reviewed,0.2.0,Hamzah,2026-09-04,WhatsApp investment-group / payment operator(s),unknown,victim_facing,yes,yes,Atlas victim_facing layer; paper functional override: financial conduct,social_engineering_operator,bank_account_controller,Moving viewers from fake endorsements into WhatsApp groups and suspicious investment apps/accounts where money was solicited.,yes,witness_or_statement,message_or_email_content,unclear,The interim order describes reported investor losses but does not identify the group/payment controllers.,,SRC-SEIAI-0067-01,
SEIAI-0068-A01,SEIAI-0068,reviewed,0.2.0,Hamzah,2026-09-04,Bail applicant alleged government-job intermediary,identified,victim_facing,yes,yes,Atlas victim_facing layer; paper functional override: financial conduct,social_engineering_operator,intermediary,"Promising a government job, collecting staged payments and sending a fake joining letter to the complainant.",yes,witness_or_statement,message_or_email_content,moderate,The source is anticipatory-bail stage and the applicant claimed he was himself deceived by an upstream job-fraud operator.,,SRC-SEIAI-0068-01,
SEIAI-0068-A02,SEIAI-0068,reviewed,0.2.0,Hamzah,2026-09-04,Upstream job-fraud operator described by applicant,partially_identified,organisational,no,no,no paper-specific evidence assigning either primary function,organiser,social_engineering_operator,Allegedly posing as a well-connected recruitment facilitator and supplying the fake joining-letter pathway used by the applicant.,unknown,witness_or_statement,documentary_record,limited,This role is based on the applicant's defence narrative and was not finally adjudicated.,,SRC-SEIAI-0068-01,Retained to represent the alternative upstream-operator explanation rather than treating it as established fact.
SEIAI-0069-A01,SEIAI-0069,reviewed,0.2.0,Hamzah,2026-09-04,Reward-points SMS/link operator,unknown,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,technical_infrastructure_operator,Sending/operating the reward-points phishing message or link that led to fraudulent card transactions.,yes,message_or_email_content,unclear,unclear,The consumer appeal does not identify the external sender/link controller.,,SRC-SEIAI-0069-01,
SEIAI-0069-A02,SEIAI-0069,reviewed,0.2.0,Hamzah,2026-09-04,Merchant/payment recipient(s),unknown,financial,no,yes,Atlas financial layer,bank_account_controller,money_mule,"Receiving or facilitating the two successful fraudulent card payments totalling INR 248,000.",no,bank_account_or_money_flow,documentary_record,limited,Merchant/recipient records establish transaction destinations but not necessarily participation in the phishing deception.,,SRC-SEIAI-0069-01,
SEIAI-0070-A01,SEIAI-0070,reviewed,0.2.0,Hamzah,2026-09-04,Purported eKYC phishing-link operator,unknown,victim_facing,yes,no,Atlas victim_facing layer,technical_infrastructure_operator,social_engineering_operator,Presenting a bank-branded/eKYC link believed genuine and inducing the complainant to enter the verification flow.,yes,documentary_record,unclear,unclear,The commission expressly noted no material showing where the link originated or connecting it to the bank.,,SRC-SEIAI-0070-01,
SEIAI-0070-A02,SEIAI-0070,reviewed,0.2.0,Hamzah,2026-09-04,IMPS recipient / banking-session operator,unknown,financial,no,yes,Atlas financial layer,bank_account_controller,technical_infrastructure_operator,"Executing or benefiting from the INR 49,997 IMPS transfer following the phishing event.",no,bank_account_or_money_flow,unclear,unclear,The public decision does not identify the beneficiary operator or banking-session controller.,,SRC-SEIAI-0070-01,
SEIAI-0071-A01,SEIAI-0071,reviewed,0.2.0,Hamzah,2026-09-04,Shaurya persona operator,partially_identified,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,victim_facing_operator,"Using the Shaurya identity across WhatsApp to induce repeated payments under job, tender, investment and emergency pretexts.",yes,message_or_email_content,witness_or_statement,unclear,"The prosecution attributed the WhatsApp identity to the applicant through a phone-possession theory, but the applicant disputed the chats and the matter remained at bail stage.",,SRC-SEIAI-0071-01,"v0.2.0 identity-resolution correction: prosecution source actor-specifically links the named applicant to the “Shaurya” persona, but the link remains contested and non-final."
SEIAI-0071-A02,SEIAI-0071,reviewed,0.2.0,Hamzah,2026-09-04,Bail applicant with alleged cash/payment collection role,identified,financial,no,yes,Atlas financial layer,cashout_actor,intermediary,Allegedly receiving cash/payments connected with the Shaurya deception and using a phone said to have been supplied by another person.,unknown,bank_account_or_money_flow,device_possession_or_forensics,limited,Payment/phone association does not itself prove authorship of every Shaurya communication.,,SRC-SEIAI-0071-01,This row separates downstream receipt/device association from the victim-facing persona.
SEIAI-0072-A01,SEIAI-0072,reviewed,0.2.0,Hamzah,2026-09-04,FedEx and Mumbai Cyber Crime impersonating caller(s),actor_cluster,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,victim_facing_operator,Using courier/narcotics and police-investigation pretexts to frighten the victim and direct bank transfers for supposed verification.,yes,witness_or_statement,unclear,unclear,The final writ judgment transferred the investigation but did not identify the callers.,,SRC-SEIAI-0072-01,
SEIAI-0072-A02,SEIAI-0072,reviewed,0.2.0,Hamzah,2026-09-04,Three beneficiary-account / downstream operator(s),actor_cluster,financial,no,yes,Atlas financial layer,bank_account_controller,money_mule,Receiving the victim's INR 10.44 million across the three accounts supplied by the callers.,no,bank_account_or_money_flow,unclear,limited,The transaction accounts are documented but the public judgment does not establish who controlled each account or their relationship to the callers.,,SRC-SEIAI-0072-01,
SEIAI-0073-A01,SEIAI-0073,reviewed,0.2.0,Hamzah,2026-09-04,Relative-impersonating WhatsApp caller,unknown,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,victim_facing_operator,Impersonating the complainant's relative abroad and invoking a medical emergency to direct transfers.,yes,witness_or_statement,message_or_email_content,unclear,The caller is not identified in the bail order.,,SRC-SEIAI-0073-01,
SEIAI-0073-A02,SEIAI-0073,reviewed,0.2.0,Hamzah,2026-09-04,Bail applicant linked to beneficiary account,identified,financial,no,yes,Atlas financial layer,bank_account_controller,money_mule,Alleged connection to one account used to receive cheated funds.,no,bank_account_or_money_flow,ip_or_login_record,limited,The order explicitly leaves the extent of involvement for trial and records the defence that another person controlled the account/ATM.,The account may have been misused by another actor without the account holder operating the victim-facing scam.,SRC-SEIAI-0073-01,
SEIAI-0074-A01,SEIAI-0074,reviewed,0.2.0,Hamzah,2026-09-04,KYC smishing/link operator,unknown,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,technical_infrastructure_operator,Sending the KYC SMS/link that induced the senior citizen to click a purported verification flow.,yes,message_or_email_content,witness_or_statement,unclear,The consumer appeal does not identify the sender or link controller.,,SRC-SEIAI-0074-01,
SEIAI-0074-A02,SEIAI-0074,reviewed,0.2.0,Hamzah,2026-09-04,ATM/transfer recipient operator(s),unknown,financial,no,yes,Atlas financial layer,cashout_actor,bank_account_controller,"Executing or benefiting from the INR 20,000 ATM withdrawal and INR 25,000 transfer.",no,bank_account_or_money_flow,cctv_or_location,limited,The transaction/location evidence does not identify who conducted the ATM withdrawal or controlled the transfer recipient.,,SRC-SEIAI-0074-01,
SEIAI-0075-A01,SEIAI-0075,reviewed,0.2.0,Hamzah,2026-09-04,Bank-main-branch impersonating caller,unknown,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,victim_facing_operator,"Calling the complainant, invoking ATM blocking/Aadhaar linking and eliciting card details.",yes,witness_or_statement,unclear,unclear,The consumer appeal does not identify the caller or subscriber.,,SRC-SEIAI-0075-01,
SEIAI-0075-A02,SEIAI-0075,reviewed,0.2.0,Hamzah,2026-09-04,Online-purchase / payment operator(s),unknown,financial,no,yes,Atlas financial layer,bank_account_controller,technical_infrastructure_operator,"Using the compromised card information to conduct eight online purchases totalling INR 42,760.",no,bank_account_or_money_flow,documentary_record,limited,Transaction records show use of the card credentials but not the identity of the person who conducted the purchases.,,SRC-SEIAI-0075-01,
SEIAI-0076-A01,SEIAI-0076,reviewed,0.2.2,Hamzah,2026-09-06,Unknown HDFC phishing email/site operator(s),unknown,victim_facing,yes,no,"Source reconstructs the spoofed bank email and phishing page, but not the human sender/operator.",social_engineering_operator,technical_infrastructure_operator,Sending/operating the fake HDFC software-upgrade email and credential-capture page.,yes,message_or_email_content,ip_or_login_record,unclear,International IP/domain evidence reconstructs infrastructure but does not resolve the human operator.,,SRC-SEIAI-0076-01,"May overlap with later financial actors, but the record does not establish that overlap."
SEIAI-0076-A02,SEIAI-0076,reviewed,0.2.2,Hamzah,2026-09-06,Freeman Anosike Aluma,identified,hybrid,uncertain,yes,Witness evidence alleges he requested an HDFC account and later received most of the withdrawn funds; the appellate court set aside the conviction because the GEQD phone/SIM report was not considered.,coordinator,bank_account_controller,Alleged coordination of beneficiary-account use and receipt of cash from the fraudulent transfer.,no,witness_or_statement,bank_account_or_money_flow,moderate,The conviction was set aside and the missing GEQD report was treated as vital; the source does not establish that he sent the phishing email or ran the site.,He denied involvement and argued the actual beneficiaries were witnesses rather than accused.,SRC-SEIAI-0076-01,"Human identity is resolved, but conduct attribution remains non-final after remand."
SEIAI-0076-A03,SEIAI-0076,reviewed,0.2.2,Hamzah,2026-09-06,Downstream beneficiary/cash-out network,actor_cluster,financial,no,yes,"Bank and witness records describe beneficiary addition, ATM/cheque withdrawals and cash handover.",cashout_actor,money_mule,"Receiving, withdrawing and handing over proceeds from the compromised HDFC account.",no,bank_account_or_money_flow,financial_withdrawal_or_cashout,strong,"Strong evidence exists for the transaction/cash-out sequence, but individual knowledge of the phishing scheme and full role equivalence are not established.",,SRC-SEIAI-0076-01,Cluster avoids treating every account/cash-out participant as the phishing operator.
SEIAI-0077-A01,SEIAI-0077,reviewed,0.2.2,Hamzah,2026-09-06,Compromised-email impersonator(s),unknown,victim_facing,yes,uncertain,Unknown operators issued transfer instructions while impersonating the account holder through a compromised/imitated email identity.,social_engineering_operator,platform_account_operator,Impersonating the NRE customer in email instructions to bank personnel.,yes,message_or_email_content,documentary_record,unclear,"Consumer records do not resolve the sender, device, login origin or relationship to receiving accounts.",,SRC-SEIAI-0077-01;SRC-SEIAI-0077-02,Victim-facing function is toward bank employees who were induced to process instructions.
SEIAI-0077-A02,SEIAI-0077,reviewed,0.2.2,Hamzah,2026-09-06,Overseas beneficiary/controller network,unknown,financial,no,yes,The adjudicatory record documents transfers to banks abroad but does not identify the controlling humans.,bank_account_controller,unknown_role,Receiving/control of the overseas endpoints to which the NRE funds were transferred.,no,bank_account_or_money_flow,documentary_record,limited,"Transfer destinations are documented, but public material reviewed does not resolve the humans controlling them.",,SRC-SEIAI-0077-01;SRC-SEIAI-0077-02,
SEIAI-0078-A01,SEIAI-0078,reviewed,0.2.2,Hamzah,2026-09-06,Papendra Kumar,identified,hybrid,yes,yes,The appellate record identifies him as the fraudster/customer-care caller and describes a beneficiary account in his name receiving a substantial transfer.,victim_facing_operator,bank_account_controller,"Posing as Louis Philippe customer care, inducing app download and controlling/receiving a beneficiary endpoint.",yes,bank_account_or_money_flow,witness_or_statement,moderate,The proceeding adjudicated bank/customer liability rather than criminal guilt and does not independently prove every technical action through the app.,Criminal responsibility was not the issue finally determined in the writ appeal.,SRC-SEIAI-0078-01,Unusual case where a source resolves both victim-facing and financial functions to the same named human.
SEIAI-0078-A02,SEIAI-0078,reviewed,0.2.2,Hamzah,2026-09-06,Downstream transfer recipient(s),actor_cluster,financial,no,yes,The record states funds were moved from the first beneficiary account into other accounts.,bank_account_controller,money_mule,Receiving onward transfers after the initial unauthorized transaction.,no,bank_account_or_money_flow,,limited,The appellate record does not resolve the identities or knowledge of all downstream recipients.,,SRC-SEIAI-0078-01,
SEIAI-0079-A01,SEIAI-0079,reviewed,0.2.2,Hamzah,2026-09-06,SBI Debit Card Section impersonating caller,unknown,victim_facing,yes,uncertain,The consumer record reconstructs the call and card-verification pretext but says the caller could not be traced.,victim_facing_operator,social_engineering_operator,"Calling the senior citizen, stating the fresh PIN and eliciting card particulars under a verification pretext.",yes,witness_or_statement,,unclear,No subscriber/device evidence in the reviewed source resolves the caller; possession of the new PIN remains unexplained.,,SRC-SEIAI-0079-01,
SEIAI-0079-A02,SEIAI-0079,reviewed,0.2.2,Hamzah,2026-09-06,Unknown withdrawal operator(s),unknown,financial,no,yes,Bank records establish six unauthorized withdrawals but not the person who executed them.,cashout_actor,bank_account_controller,Executing or benefiting from the six withdrawals after the victim changed the PIN.,no,bank_account_or_money_flow,,limited,Transaction evidence establishes loss but not human identity or whether the caller and withdrawal operator were the same person.,,SRC-SEIAI-0079-01,
SEIAI-0080-A01,SEIAI-0080,reviewed,0.2.2,Hamzah,2026-09-06,Christina George/customs/Mr Philip persona cluster,actor_cluster,victim_facing,yes,no,"The victim-facing scheme used multiple coordinated personas across Facebook, WhatsApp and phone; real-world humans behind the personas remain unresolved.",social_engineering_operator,victim_facing_operator,"Operating layered investment, customs and release/embassy personas to induce repeated transfers.",yes,witness_or_statement,message_or_email_content,moderate,The record reconstructs the personas and interaction but does not map each persona to a specific real-world human.,,SRC-SEIAI-0080-01,Personas may have been operated by one or several humans.
SEIAI-0080-A02,SEIAI-0080,reviewed,0.2.2,Hamzah,2026-09-06,Rajesh Kumar Kashyap,identified,organisational,uncertain,yes,"The bail record alleges a coordinating/kingpin role through co-accused disclosure, false-document/account evidence and investigation of multiple accounts.",organiser,coordinator,Alleged organisation of fraudulent identity/account infrastructure and associated financial-fraud activity.,no,co_accused_link,documentary_record,moderate,Bail-stage allegations do not establish that he operated the focal victim-facing personas; guilt was not finally adjudicated.,He sought bail and the proceeding did not determine final criminal responsibility.,SRC-SEIAI-0080-01,Do not collapse alleged organisational role into the Christina/customs/Mr Philip victim-facing layer.
SEIAI-0080-A03,SEIAI-0080,reviewed,0.2.2,Hamzah,2026-09-06,False-identity bank/SIM infrastructure network,actor_cluster,financial,no,yes,The investigation described multiple accounts and SIMs opened using altered/fabricated identity documents.,account_provider,money_mule,Providing or controlling bank/SIM endpoints used to receive and route victim funds.,no,bank_account_or_money_flow,documentary_record,moderate,The public bail order does not establish equivalent knowledge or conduct for every person connected to the infrastructure.,,SRC-SEIAI-0080-01,
SEIAI-0081-A01,SEIAI-0081,reviewed,0.2.2,Hamzah,2026-09-06,Pramod Kumar Singh,identified,victim_facing,yes,no,"e-KYC/subscriber records, witness statements and CDRs prima facie linked his numbers to repeated PMO impersonation calls.",victim_facing_operator,social_engineering_operator,"Impersonating the Principal Secretary/PMO-linked authority and seeking official contacts, vehicle, accommodation and protocol assistance.",yes,cdr_or_telecom_record,witness_or_statement,moderate,The High Court assessed only charge-stage prima facie material; voice authorship and conspiracy remained for trial.,,SRC-SEIAI-0081-01,
SEIAI-0081-A02,SEIAI-0081,reviewed,0.2.2,Hamzah,2026-09-06,Vivek Keshavan,identified,hybrid,yes,no,Witnesses linked him to the PA identity/phone; CDRs showed contact with accused no.1 and the prosecution alleged he used a government vehicle obtained through the deception.,intermediary,victim_facing_operator,Confirming the PA identity during calls and allegedly availing transport obtained through PMO impersonation.,yes,witness_or_statement,cdr_or_telecom_record,moderate,The defence claimed his name/number were misused; the High Court left identity/intention issues for trial and did not finally determine guilt.,He argued he paid his own hotel costs and that accused no.1 misused his identity.,SRC-SEIAI-0081-01,
SEIAI-0082-A01,SEIAI-0082,reviewed,0.2.2,Hamzah,2026-09-06,Alliance Solution victim-facing operator cluster,actor_cluster,victim_facing,yes,no,The source names several asserted company personnel/personas but does not independently resolve those labels to specific real-world humans.,social_engineering_operator,platform_account_operator,"Operating the purported investment company through calls, WhatsApp, email, website, forged agreements and false office representations.",yes,message_or_email_content,documentary_record,moderate,Names may be personas or asserted company identities; the bail order does not establish human resolution for the victim-facing conduct.,,SRC-SEIAI-0082-01,
SEIAI-0082-A02,SEIAI-0082,reviewed,0.2.2,Hamzah,2026-09-06,Alliance Solution/downstream account network,actor_cluster,financial,no,yes,"Victim transfers and investigation of account-linked participants are documented, but the public bail order gives uneven actor-specific detail.",bank_account_controller,money_mule,Receiving/routing the victim's investment payments and making initial payout transfers.,no,bank_account_or_money_flow,documentary_record,limited,The source does not establish that each account-linked person knew or participated in the victim-facing scheme; petitioner-specific figures are themselves reported inconsistently.,The petitioner said deposits to her account came from her husband and she knew nothing of the scheme.,SRC-SEIAI-0082-01,
SEIAI-0083-A01,SEIAI-0083,reviewed,0.2.2,Hamzah,2026-09-06,Unknown digital-arrest caller(s),unknown,victim_facing,yes,no,The source states the victim was compelled by unknown phone callers to transfer funds but does not resolve their human identities.,victim_facing_operator,social_engineering_operator,Conducting the phone-based digital-arrest coercion and directing transfers.,yes,witness_or_statement,,unclear,The bail order provides no telecom/platform/device linkage identifying the caller(s).,,SRC-SEIAI-0083-01,
SEIAI-0083-A02,SEIAI-0083,reviewed,0.2.2,Hamzah,2026-09-06,Beneficiary-account holder network,actor_cluster,financial,no,yes,Three receiving accounts are documented; one account holder was apprehended and two were described as absconding.,bank_account_controller,money_mule,"Receiving the INR 1 crore loss through three accounts, including one account that received INR 20 lakh.",no,bank_account_or_money_flow,,moderate,The public order does not resolve all account holders or establish equivalent knowledge of the digital-arrest scheme.,,SRC-SEIAI-0083-01,
SEIAI-0083-A03,SEIAI-0083,reviewed,0.2.2,Hamzah,2026-09-06,Muliyasiya Anil Sarman,identified,organisational,no,uncertain,The prosecution called him the mastermind based on an arrested co-accused's statement; the High Court found no other apparent material linking him after substantial investigation.,organiser,coordinator,Alleged orchestration/mastermind role in the digital-arrest racket.,no,co_accused_link,,limited,The High Court expressly noted the apparent absence of independent supporting material beyond the co-accused statement.,He denied involvement and had cooperated with investigators before arrest.,SRC-SEIAI-0083-01,
SEIAI-0084-A01,SEIAI-0084,reviewed,0.2.2,Hamzah,2026-09-06,Police/ATS digital-arrest impersonator cluster,actor_cluster,victim_facing,yes,no,The source reconstructs multiple purported police/ATS personas but does not identify the humans operating those calls.,social_engineering_operator,victim_facing_operator,"Delivering the terrorism accusation, arrest-warrant threats, secrecy/hourly-reporting instructions and transfer demands.",yes,witness_or_statement,message_or_email_content,moderate,The victim-facing humans remain unresolved in the reviewed bail order.,,SRC-SEIAI-0084-01,
